Agency,Gage,Timestamp,Discharge [cfs],Stage [ft]
USGS,5355200,9/19/1997,1850,1.189139396
USGS,5355200,9/20/1997,1640,1.054156005
USGS,5355200,9/21/1997,1490,0.957739297
USGS,5355200,9/22/1997,1420,0.912744834
USGS,5355200,9/23/1997,1410,0.906317053
USGS,5355200,9/24/1997,1370,0.880605931
USGS,5355200,9/25/1997,1270,0.816328126
USGS,5355200,9/26/1997,1130,0.726339199
USGS,5355200,9/27/1997,1130,0.726339199
USGS,5355200,9/28/1997,1090,0.700628077
USGS,5355200,9/29/1997,1050,0.674916955
USGS,5355200,9/30/1997,933,0.599711922
USGS,5355200,10/1/1997,857,0.550860791
USGS,5355200,10/2/1997,853,0.548289678
USGS,5355200,10/3/1997,851,0.547004122
USGS,5355200,10/4/1997,772,0.496224656
USGS,5355200,10/5/1997,750,0.482083539
USGS,5355200,10/6/1997,692,0.444802412
USGS,5355200,10/7/1997,700,0.449944636
USGS,5355200,10/8/1997,680,0.437089075
USGS,5355200,10/9/1997,657,0.42230518
USGS,5355200,10/10/1997,632,0.406235729
USGS,5355200,10/11/1997,631,0.405592951
USGS,5355200,10/12/1997,656,0.421662402
USGS,5355200,10/13/1997,1140,0.732766979
USGS,5355200,10/14/1997,1300,0.835611468
USGS,5355200,10/15/1997,1260,0.809900345
USGS,5355200,10/16/1997,1140,0.732766979
USGS,5355200,10/17/1997,1070,0.687772516
USGS,5355200,10/18/1997,1040,0.668489174
USGS,5355200,10/19/1997,1000,0.642778052
USGS,5355200,10/20/1997,936,0.601640257
USGS,5355200,10/21/1997,895,0.575286356
USGS,5355200,10/22/1997,881,0.566287464
USGS,5355200,10/23/1997,852,0.5476469
USGS,5355200,10/24/1997,828,0.532220227
USGS,5355200,10/25/1997,827,0.531577449
USGS,5355200,10/26/1997,768,0.493653544
USGS,5355200,10/27/1997,764,0.491082432
USGS,5355200,10/28/1997,732,0.470513534
USGS,5355200,10/29/1997,707,0.454444083
USGS,5355200,10/30/1997,694,0.446087968
USGS,5355200,10/31/1997,676,0.434517963
USGS,5355200,11/1/1997,782,0.502652437
USGS,5355200,11/2/1997,843,0.541861898
USGS,5355200,11/3/1997,809,0.520007444
USGS,5355200,11/4/1997,760,0.488511319
USGS,5355200,11/5/1997,791,0.508437439
USGS,5355200,11/6/1997,754,0.484654651
USGS,5355200,11/7/1997,758,0.487225763
USGS,5355200,11/8/1997,768,0.493653544
USGS,5355200,11/9/1997,765,0.49172521
USGS,5355200,11/10/1997,767,0.493010766
USGS,5355200,11/11/1997,755,0.485297429
USGS,5355200,11/12/1997,749,0.481440761
USGS,5355200,11/13/1997,713,0.458300751
USGS,5355200,11/14/1997,724,0.46537131
USGS,5355200,11/15/1997,717,0.460871863
USGS,5355200,11/16/1997,711,0.457015195
USGS,5355200,11/17/1997,610,0.392094612
USGS,5355200,11/18/1997,688,0.4422313
USGS,5355200,11/19/1997,671,0.431304073
USGS,5355200,11/20/1997,708,0.455086861
USGS,5355200,11/21/1997,638,0.410092397
USGS,5355200,11/22/1997,649,0.417162956
USGS,5355200,11/23/1997,622,0.399807948
USGS,5355200,11/24/1997,551,0.354170707
USGS,5355200,11/25/1997,627,0.403021839
USGS,5355200,11/26/1997,695,0.446730746
USGS,5355200,11/27/1997,608,0.390809056
USGS,5355200,11/28/1997,635,0.408164063
USGS,5355200,11/29/1997,642,0.412663509
USGS,5355200,11/30/1997,653,0.419734068
USGS,5355200,12/1/1997,598,0.384381275
USGS,5355200,12/2/1997,569,0.365740712
USGS,5355200,12/3/1997,585,0.37602516
USGS,5355200,12/4/1997,592,0.380524607
USGS,5355200,12/5/1997,563,0.361884043
USGS,5355200,12/6/1997,560,0.359955709
USGS,5355200,12/7/1997,542,0.348385704
USGS,5355200,12/8/1997,536,0.344529036
USGS,5355200,12/9/1997,569,0.365740712
USGS,5355200,12/10/1997,544,0.34967126
USGS,5355200,12/11/1997,529,0.340029589
USGS,5355200,12/12/1997,524,0.336815699
USGS,5355200,12/13/1997,513,0.329745141
USGS,5355200,12/14/1997,496,0.318817914
USGS,5355200,12/15/1997,510,0.327816806
USGS,5355200,12/16/1997,508,0.32653125
USGS,5355200,12/17/1997,507,0.325888472
USGS,5355200,12/18/1997,500,0.321389026
USGS,5355200,12/19/1997,499,0.320746248
USGS,5355200,12/20/1997,492,0.316246802
USGS,5355200,12/21/1997,453,0.291178458
USGS,5355200,12/22/1997,480,0.308533465
USGS,5355200,12/23/1997,479,0.307890687
USGS,5355200,12/24/1997,483,0.310461799
USGS,5355200,12/25/1997,467,0.30017735
USGS,5355200,12/26/1997,449,0.288607345
USGS,5355200,12/27/1997,375,0.241041769
USGS,5355200,12/28/1997,429,0.275751784
USGS,5355200,12/29/1997,471,0.302748462
USGS,5355200,12/30/1997,472,0.303391241
USGS,5355200,12/31/1997,390,0.25068344
USGS,5355200,1/1/1998,350,0.224972318
USGS,5355200,1/2/1998,461,0.296320682
USGS,5355200,1/3/1998,486,0.312390133
USGS,5355200,1/4/1998,382,0.245541216
USGS,5355200,1/5/1998,449,0.288607345
USGS,5355200,1/6/1998,480,0.308533465
USGS,5355200,1/7/1998,453,0.291178458
USGS,5355200,1/8/1998,446,0.286679011
USGS,5355200,1/9/1998,414,0.266110114
USGS,5355200,1/10/1998,233,0.149767286
USGS,5355200,1/11/1998,318,0.204403421
USGS,5355200,1/12/1998,420,0.269966782
USGS,5355200,1/13/1998,430,0.276394562
USGS,5355200,1/14/1998,430,0.276394562
USGS,5355200,1/15/1998,430,0.276394562
USGS,5355200,1/16/1998,420,0.269966782
USGS,5355200,1/17/1998,420,0.269966782
USGS,5355200,1/18/1998,420,0.269966782
USGS,5355200,1/19/1998,420,0.269966782
USGS,5355200,1/20/1998,420,0.269966782
USGS,5355200,1/21/1998,430,0.276394562
USGS,5355200,1/22/1998,429,0.275751784
USGS,5355200,1/23/1998,417,0.268038448
USGS,5355200,1/24/1998,382,0.245541216
USGS,5355200,1/25/1998,389,0.250040662
USGS,5355200,1/26/1998,390,0.25068344
USGS,5355200,1/27/1998,384,0.246826772
USGS,5355200,1/28/1998,390,0.25068344
USGS,5355200,1/29/1998,395,0.253897331
USGS,5355200,1/30/1998,392,0.251968996
USGS,5355200,1/31/1998,411,0.264181779
USGS,5355200,2/1/1998,432,0.277680118
USGS,5355200,2/2/1998,390,0.25068344
USGS,5355200,2/3/1998,307,0.197332862
USGS,5355200,2/4/1998,362,0.232685655
USGS,5355200,2/5/1998,383,0.246183994
USGS,5355200,2/6/1998,348,0.223686762
USGS,5355200,2/7/1998,370,0.237827879
USGS,5355200,2/8/1998,367,0.235899545
USGS,5355200,2/9/1998,409,0.262896223
USGS,5355200,2/10/1998,376,0.241684548
USGS,5355200,2/11/1998,373,0.239756213
USGS,5355200,2/12/1998,369,0.237185101
USGS,5355200,2/13/1998,363,0.233328433
USGS,5355200,2/14/1998,377,0.242327326
USGS,5355200,2/15/1998,369,0.237185101
USGS,5355200,2/16/1998,384,0.246826772
USGS,5355200,2/17/1998,738,0.474370202
USGS,5355200,2/18/1998,987,0.634421937
USGS,5355200,2/19/1998,995,0.639564162
USGS,5355200,2/20/1998,1180,0.758478101
USGS,5355200,2/21/1998,1260,0.809900345
USGS,5355200,2/22/1998,1250,0.803472565
USGS,5355200,2/23/1998,1170,0.752050321
USGS,5355200,2/24/1998,1190,0.764905882
USGS,5355200,2/25/1998,1250,0.803472565
USGS,5355200,2/26/1998,1280,0.822755906
USGS,5355200,2/27/1998,1420,0.912744834
USGS,5355200,2/28/1998,1580,1.015589322
USGS,5355200,3/1/1998,1510,0.970594858
USGS,5355200,3/2/1998,1430,0.919172614
USGS,5355200,3/3/1998,1490,0.957739297
USGS,5355200,3/4/1998,1480,0.951311517
USGS,5355200,3/5/1998,1410,0.906317053
USGS,5355200,3/6/1998,1350,0.86775037
USGS,5355200,3/7/1998,1280,0.822755906
USGS,5355200,3/8/1998,1220,0.784189223
USGS,5355200,3/9/1998,1170,0.752050321
USGS,5355200,3/10/1998,881,0.566287464
USGS,5355200,3/11/1998,989,0.635707493
USGS,5355200,3/12/1998,939,0.603568591
USGS,5355200,3/13/1998,988,0.635064715
USGS,5355200,3/14/1998,884,0.568215798
USGS,5355200,3/15/1998,899,0.577857469
USGS,5355200,3/16/1998,889,0.571429688
USGS,5355200,3/17/1998,819,0.526435225
USGS,5355200,3/18/1998,818,0.525792446
USGS,5355200,3/19/1998,790,0.507794661
USGS,5355200,3/20/1998,754,0.484654651
USGS,5355200,3/21/1998,720,0.462800197
USGS,5355200,3/22/1998,745,0.478869649
USGS,5355200,3/23/1998,761,0.489154098
USGS,5355200,3/24/1998,815,0.523864112
USGS,5355200,3/25/1998,922,0.592641364
USGS,5355200,3/26/1998,1200,0.771333662
USGS,5355200,3/27/1998,1700,1.092722688
USGS,5355200,3/28/1998,2760,1.774067423
USGS,5355200,3/29/1998,4310,2.770373404
USGS,5355200,3/30/1998,5700,3.663834896
USGS,5355200,3/31/1998,5880,3.779534945
USGS,5355200,4/1/1998,7240,4.653713096
USGS,5355200,4/2/1998,8060,5.180791099
USGS,5355200,4/3/1998,7150,4.595863071
USGS,5355200,4/4/1998,6220,3.998079483
USGS,5355200,4/5/1998,5470,3.515995944
USGS,5355200,4/6/1998,4600,2.956779039
USGS,5355200,4/7/1998,4300,2.763945623
USGS,5355200,4/8/1998,3710,2.384706573
USGS,5355200,4/9/1998,3470,2.23043984
USGS,5355200,4/10/1998,3380,2.172589816
USGS,5355200,4/11/1998,3140,2.018323083
USGS,5355200,4/12/1998,2970,1.909050814
USGS,5355200,4/13/1998,2890,1.85762857
USGS,5355200,4/14/1998,2670,1.716217399
USGS,5355200,4/15/1998,2560,1.645511813
USGS,5355200,4/16/1998,2490,1.600517349
USGS,5355200,4/17/1998,2510,1.61337291
USGS,5355200,4/18/1998,2480,1.594089569
USGS,5355200,4/19/1998,2450,1.574806227
USGS,5355200,4/20/1998,2380,1.529811764
USGS,5355200,4/21/1998,2340,1.504100642
USGS,5355200,4/22/1998,2180,1.401256153
USGS,5355200,4/23/1998,2060,1.324122787
USGS,5355200,4/24/1998,1840,1.182711616
USGS,5355200,4/25/1998,1780,1.144144932
USGS,5355200,4/26/1998,1740,1.11843381
USGS,5355200,4/27/1998,1700,1.092722688
USGS,5355200,4/28/1998,1640,1.054156005
USGS,5355200,4/29/1998,1540,0.9898782
USGS,5355200,4/30/1998,1500,0.964167078
USGS,5355200,5/1/1998,1440,0.925600395
USGS,5355200,5/2/1998,1360,0.874178151
USGS,5355200,5/3/1998,1350,0.86775037
USGS,5355200,5/4/1998,1280,0.822755906
USGS,5355200,5/5/1998,1250,0.803472565
USGS,5355200,5/6/1998,1160,0.74562254
USGS,5355200,5/7/1998,1200,0.771333662
USGS,5355200,5/8/1998,1450,0.932028175
USGS,5355200,5/9/1998,1500,0.964167078
USGS,5355200,5/10/1998,1550,0.996305981
USGS,5355200,5/11/1998,1530,0.983450419
USGS,5355200,5/12/1998,1450,0.932028175
USGS,5355200,5/13/1998,1300,0.835611468
USGS,5355200,5/14/1998,1190,0.764905882
USGS,5355200,5/15/1998,1180,0.758478101
USGS,5355200,5/16/1998,2460,1.581234008
USGS,5355200,5/17/1998,2190,1.407683934
USGS,5355200,5/18/1998,1840,1.182711616
USGS,5355200,5/19/1998,1700,1.092722688
USGS,5355200,5/20/1998,1490,0.957739297
USGS,5355200,5/21/1998,1380,0.887033712
USGS,5355200,5/22/1998,1230,0.790617004
USGS,5355200,5/23/1998,1110,0.713483638
USGS,5355200,5/24/1998,1250,0.803472565
USGS,5355200,5/25/1998,1380,0.887033712
USGS,5355200,5/26/1998,1570,1.009161542
USGS,5355200,5/27/1998,1510,0.970594858
USGS,5355200,5/28/1998,1600,1.028444883
USGS,5355200,5/29/1998,1600,1.028444883
USGS,5355200,5/30/1998,1550,0.996305981
USGS,5355200,5/31/1998,1500,0.964167078
USGS,5355200,6/1/1998,1400,0.899889273
USGS,5355200,6/2/1998,1300,0.835611468
USGS,5355200,6/3/1998,1070,0.687772516
USGS,5355200,6/4/1998,999,0.642135274
USGS,5355200,6/5/1998,954,0.613210262
USGS,5355200,6/6/1998,904,0.581071359
USGS,5355200,6/7/1998,876,0.563073574
USGS,5355200,6/8/1998,813,0.522578556
USGS,5355200,6/9/1998,831,0.534148561
USGS,5355200,6/10/1998,834,0.536076895
USGS,5355200,6/11/1998,809,0.520007444
USGS,5355200,6/12/1998,875,0.562430795
USGS,5355200,6/13/1998,835,0.536719673
USGS,5355200,6/14/1998,763,0.490439654
USGS,5355200,6/15/1998,781,0.502009659
USGS,5355200,6/16/1998,892,0.573358022
USGS,5355200,6/17/1998,855,0.549575234
USGS,5355200,6/18/1998,800,0.514222442
USGS,5355200,6/19/1998,1200,0.771333662
USGS,5355200,6/20/1998,1800,1.157000494
USGS,5355200,6/21/1998,1500,0.964167078
USGS,5355200,6/22/1998,1060,0.681344735
USGS,5355200,6/23/1998,1050,0.674916955
USGS,5355200,6/24/1998,991,0.636993049
USGS,5355200,6/25/1998,2030,1.304839445
USGS,5355200,6/26/1998,2650,1.703361838
USGS,5355200,6/27/1998,15100,9.705948584
USGS,5355200,6/28/1998,15000,9.641670779
USGS,5355200,6/29/1998,8140,5.232213343
USGS,5355200,6/30/1998,5140,3.303879187
USGS,5355200,7/1/1998,4470,2.873217892
USGS,5355200,7/2/1998,3690,2.371851012
USGS,5355200,7/3/1998,3600,2.314000987
USGS,5355200,7/4/1998,3110,1.999039742
USGS,5355200,7/5/1998,2670,1.716217399
USGS,5355200,7/6/1998,2350,1.510528422
USGS,5355200,7/7/1998,1900,1.221278299
USGS,5355200,7/8/1998,1870,1.201994957
USGS,5355200,7/9/1998,1960,1.259844982
USGS,5355200,7/10/1998,1740,1.11843381
USGS,5355200,7/11/1998,1510,0.970594858
USGS,5355200,7/12/1998,1310,0.842039248
USGS,5355200,7/13/1998,1220,0.784189223
USGS,5355200,7/14/1998,1080,0.694200296
USGS,5355200,7/15/1998,1160,0.74562254
USGS,5355200,7/16/1998,1300,0.835611468
USGS,5355200,7/17/1998,1130,0.726339199
USGS,5355200,7/18/1998,1080,0.694200296
USGS,5355200,7/19/1998,1140,0.732766979
USGS,5355200,7/20/1998,1050,0.674916955
USGS,5355200,7/21/1998,1170,0.752050321
USGS,5355200,7/22/1998,1280,0.822755906
USGS,5355200,7/23/1998,990,0.636350271
USGS,5355200,7/24/1998,931,0.598426366
USGS,5355200,7/25/1998,882,0.566930242
USGS,5355200,7/26/1998,829,0.532863005
USGS,5355200,7/27/1998,773,0.496867434
USGS,5355200,7/28/1998,714,0.458943529
USGS,5355200,7/29/1998,638,0.410092397
USGS,5355200,7/30/1998,629,0.404307395
USGS,5355200,7/31/1998,707,0.454444083
USGS,5355200,8/1/1998,838,0.538648008
USGS,5355200,8/2/1998,901,0.579143025
USGS,5355200,8/3/1998,939,0.603568591
USGS,5355200,8/4/1998,948,0.609353593
USGS,5355200,8/5/1998,786,0.505223549
USGS,5355200,8/6/1998,542,0.348385704
USGS,5355200,8/7/1998,542,0.348385704
USGS,5355200,8/8/1998,563,0.361884043
USGS,5355200,8/9/1998,556,0.357384597
USGS,5355200,8/10/1998,553,0.355456263
USGS,5355200,8/11/1998,538,0.345814592
USGS,5355200,8/12/1998,517,0.332316253
USGS,5355200,8/13/1998,441,0.283465121
USGS,5355200,8/14/1998,437,0.280894009
USGS,5355200,8/15/1998,435,0.279608453
USGS,5355200,8/16/1998,433,0.278322896
USGS,5355200,8/17/1998,913,0.586856361
USGS,5355200,8/18/1998,987,0.634421937
USGS,5355200,8/19/1998,630,0.404950173
USGS,5355200,8/20/1998,951,0.611281927
USGS,5355200,8/21/1998,1030,0.662061394
USGS,5355200,8/22/1998,850,0.546361344
USGS,5355200,8/23/1998,1080,0.694200296
USGS,5355200,8/24/1998,817,0.525149668
USGS,5355200,8/25/1998,743,0.477584093
USGS,5355200,8/26/1998,645,0.414591844
USGS,5355200,8/27/1998,632,0.406235729
USGS,5355200,8/28/1998,634,0.407521285
USGS,5355200,8/29/1998,592,0.380524607
USGS,5355200,8/30/1998,545,0.350314038
USGS,5355200,8/31/1998,529,0.340029589
USGS,5355200,9/1/1998,503,0.32331736
USGS,5355200,9/2/1998,481,0.309176243
USGS,5355200,9/3/1998,479,0.307890687
USGS,5355200,9/4/1998,460,0.295677904
USGS,5355200,9/5/1998,426,0.27382345
USGS,5355200,9/6/1998,410,0.263539001
USGS,5355200,9/7/1998,394,0.253254552
USGS,5355200,9/8/1998,357,0.229471765
USGS,5355200,9/9/1998,382,0.245541216
USGS,5355200,9/10/1998,370,0.237827879
USGS,5355200,9/11/1998,358,0.230114543
USGS,5355200,9/12/1998,362,0.232685655
USGS,5355200,9/13/1998,351,0.225615096
USGS,5355200,9/14/1998,340,0.218544538
USGS,5355200,9/15/1998,329,0.211473979
USGS,5355200,9/16/1998,324,0.208260089
USGS,5355200,9/17/1998,338,0.217258982
USGS,5355200,9/18/1998,327,0.210188423
USGS,5355200,9/19/1998,320,0.205688977
USGS,5355200,9/20/1998,395,0.253897331
USGS,5355200,9/21/1998,355,0.228186208
USGS,5355200,9/22/1998,287,0.184477301
USGS,5355200,9/23/1998,329,0.211473979
USGS,5355200,9/24/1998,354,0.22754343
USGS,5355200,9/25/1998,341,0.219187316
USGS,5355200,9/26/1998,385,0.24746955
USGS,5355200,9/27/1998,403,0.259039555
USGS,5355200,9/28/1998,382,0.245541216
USGS,5355200,9/29/1998,383,0.246183994
USGS,5355200,9/30/1998,373,0.239756213
USGS,5355200,10/1/1998,386,0.248112328
USGS,5355200,10/2/1998,356,0.228828986
USGS,5355200,10/3/1998,363,0.233328433
USGS,5355200,10/4/1998,346,0.222401206
USGS,5355200,10/5/1998,386,0.248112328
USGS,5355200,10/6/1998,425,0.273180672
USGS,5355200,10/7/1998,393,0.252611774
USGS,5355200,10/8/1998,383,0.246183994
USGS,5355200,10/9/1998,382,0.245541216
USGS,5355200,10/10/1998,373,0.239756213
USGS,5355200,10/11/1998,360,0.231400099
USGS,5355200,10/12/1998,368,0.236542323
USGS,5355200,10/13/1998,351,0.225615096
USGS,5355200,10/14/1998,340,0.218544538
USGS,5355200,10/15/1998,390,0.25068344
USGS,5355200,10/16/1998,434,0.278965675
USGS,5355200,10/17/1998,652,0.41909129
USGS,5355200,10/18/1998,924,0.59392692
USGS,5355200,10/19/1998,827,0.531577449
USGS,5355200,10/20/1998,897,0.576571913
USGS,5355200,10/21/1998,778,0.500081324
USGS,5355200,10/22/1998,699,0.449301858
USGS,5355200,10/23/1998,686,0.440945744
USGS,5355200,10/24/1998,646,0.415234622
USGS,5355200,10/25/1998,630,0.404950173
USGS,5355200,10/26/1998,608,0.390809056
USGS,5355200,10/27/1998,622,0.399807948
USGS,5355200,10/28/1998,606,0.389523499
USGS,5355200,10/29/1998,659,0.423590736
USGS,5355200,10/30/1998,817,0.525149668
USGS,5355200,10/31/1998,680,0.437089075
USGS,5355200,11/1/1998,716,0.460229085
USGS,5355200,11/2/1998,718,0.461514641
USGS,5355200,11/3/1998,663,0.426161848
USGS,5355200,11/4/1998,666,0.428090183
USGS,5355200,11/5/1998,664,0.426804626
USGS,5355200,11/6/1998,631,0.405592951
USGS,5355200,11/7/1998,645,0.414591844
USGS,5355200,11/8/1998,602,0.386952387
USGS,5355200,11/9/1998,597,0.383738497
USGS,5355200,11/10/1998,812,0.521935778
USGS,5355200,11/11/1998,829,0.532863005
USGS,5355200,11/12/1998,840,0.539933564
USGS,5355200,11/13/1998,1020,0.655633613
USGS,5355200,11/14/1998,908,0.583642471
USGS,5355200,11/15/1998,868,0.557931349
USGS,5355200,11/16/1998,838,0.538648008
USGS,5355200,11/17/1998,826,0.530934671
USGS,5355200,11/18/1998,790,0.507794661
USGS,5355200,11/19/1998,829,0.532863005
USGS,5355200,11/20/1998,755,0.485297429
USGS,5355200,11/21/1998,710,0.456372417
USGS,5355200,11/22/1998,729,0.4685852
USGS,5355200,11/23/1998,716,0.460229085
USGS,5355200,11/24/1998,671,0.431304073
USGS,5355200,11/25/1998,691,0.444159634
USGS,5355200,11/26/1998,664,0.426804626
USGS,5355200,11/27/1998,666,0.428090183
USGS,5355200,11/28/1998,622,0.399807948
USGS,5355200,11/29/1998,645,0.414591844
USGS,5355200,11/30/1998,637,0.409449619
USGS,5355200,12/1/1998,588,0.377953495
USGS,5355200,12/2/1998,574,0.368954602
USGS,5355200,12/3/1998,562,0.361241265
USGS,5355200,12/4/1998,557,0.358027375
USGS,5355200,12/5/1998,584,0.375382382
USGS,5355200,12/6/1998,551,0.354170707
USGS,5355200,12/7/1998,549,0.352885151
USGS,5355200,12/8/1998,538,0.345814592
USGS,5355200,12/9/1998,539,0.34645737
USGS,5355200,12/10/1998,523,0.336172921
USGS,5355200,12/11/1998,502,0.322674582
USGS,5355200,12/12/1998,502,0.322674582
USGS,5355200,12/13/1998,502,0.322674582
USGS,5355200,12/14/1998,502,0.322674582
USGS,5355200,12/15/1998,502,0.322674582
USGS,5355200,12/16/1998,498,0.32010347
USGS,5355200,12/17/1998,484,0.311104577
USGS,5355200,12/18/1998,485,0.311747355
USGS,5355200,12/19/1998,487,0.313032911
USGS,5355200,12/20/1998,406,0.260967889
USGS,5355200,12/21/1998,375,0.241041769
USGS,5355200,12/22/1998,360,0.231400099
USGS,5355200,12/23/1998,355,0.228186208
USGS,5355200,12/24/1998,370,0.237827879
USGS,5355200,12/25/1998,400,0.257111221
USGS,5355200,12/26/1998,420,0.269966782
USGS,5355200,12/27/1998,405,0.260325111
USGS,5355200,12/28/1998,390,0.25068344
USGS,5355200,12/29/1998,370,0.237827879
USGS,5355200,12/30/1998,355,0.228186208
USGS,5355200,12/31/1998,350,0.224972318
USGS,5355200,1/1/1999,355,0.228186208
USGS,5355200,1/2/1999,370,0.237827879
USGS,5355200,1/3/1999,365,0.234613989
USGS,5355200,1/4/1999,355,0.228186208
USGS,5355200,1/5/1999,340,0.218544538
USGS,5355200,1/6/1999,325,0.208902867
USGS,5355200,1/7/1999,320,0.205688977
USGS,5355200,1/8/1999,320,0.205688977
USGS,5355200,1/9/1999,320,0.205688977
USGS,5355200,1/10/1999,325,0.208902867
USGS,5355200,1/11/1999,335,0.215330647
USGS,5355200,1/12/1999,340,0.218544538
USGS,5355200,1/13/1999,345,0.221758428
USGS,5355200,1/14/1999,350,0.224972318
USGS,5355200,1/15/1999,355,0.228186208
USGS,5355200,1/16/1999,365,0.234613989
USGS,5355200,1/17/1999,375,0.241041769
USGS,5355200,1/18/1999,380,0.24425566
USGS,5355200,1/19/1999,385,0.24746955
USGS,5355200,1/20/1999,390,0.25068344
USGS,5355200,1/21/1999,390,0.25068344
USGS,5355200,1/22/1999,385,0.24746955
USGS,5355200,1/23/1999,370,0.237827879
USGS,5355200,1/24/1999,360,0.231400099
USGS,5355200,1/25/1999,350,0.224972318
USGS,5355200,1/26/1999,365,0.234613989
USGS,5355200,1/27/1999,380,0.24425566
USGS,5355200,1/28/1999,370,0.237827879
USGS,5355200,1/29/1999,365,0.234613989
USGS,5355200,1/30/1999,350,0.224972318
USGS,5355200,1/31/1999,350,0.224972318
USGS,5355200,2/1/1999,355,0.228186208
USGS,5355200,2/2/1999,370,0.237827879
USGS,5355200,2/3/1999,365,0.234613989
USGS,5355200,2/4/1999,360,0.231400099
USGS,5355200,2/5/1999,365,0.234613989
USGS,5355200,2/6/1999,370,0.237827879
USGS,5355200,2/7/1999,375,0.241041769
USGS,5355200,2/8/1999,380,0.24425566
USGS,5355200,2/9/1999,385,0.24746955
USGS,5355200,2/10/1999,390,0.25068344
USGS,5355200,2/11/1999,435,0.279608453
USGS,5355200,2/12/1999,631,0.405592951
USGS,5355200,2/13/1999,671,0.431304073
USGS,5355200,2/14/1999,697,0.448016302
USGS,5355200,2/15/1999,717,0.460871863
USGS,5355200,2/16/1999,819,0.526435225
USGS,5355200,2/17/1999,819,0.526435225
USGS,5355200,2/18/1999,840,0.539933564
USGS,5355200,2/19/1999,834,0.536076895
USGS,5355200,2/20/1999,798,0.512936885
USGS,5355200,2/21/1999,767,0.493010766
USGS,5355200,2/22/1999,748,0.480797983
USGS,5355200,2/23/1999,721,0.463442975
USGS,5355200,2/24/1999,714,0.458943529
USGS,5355200,2/25/1999,712,0.457657973
USGS,5355200,2/26/1999,683,0.439017409
USGS,5355200,2/27/1999,594,0.381810163
USGS,5355200,2/28/1999,660,0.424233514
USGS,5355200,3/1/1999,666,0.428090183
USGS,5355200,3/2/1999,710,0.456372417
USGS,5355200,3/3/1999,720,0.462800197
USGS,5355200,3/4/1999,732,0.470513534
USGS,5355200,3/5/1999,702,0.451230192
USGS,5355200,3/6/1999,670,0.430661295
USGS,5355200,3/7/1999,629,0.404307395
USGS,5355200,3/8/1999,614,0.394665724
USGS,5355200,3/9/1999,570,0.36638349
USGS,5355200,3/10/1999,516,0.331673475
USGS,5355200,3/11/1999,637,0.409449619
USGS,5355200,3/12/1999,708,0.455086861
USGS,5355200,3/13/1999,608,0.390809056
USGS,5355200,3/14/1999,594,0.381810163
USGS,5355200,3/15/1999,604,0.388237943
USGS,5355200,3/16/1999,792,0.509080217
USGS,5355200,3/17/1999,1260,0.809900345
USGS,5355200,3/18/1999,1370,0.880605931
USGS,5355200,3/19/1999,1430,0.919172614
USGS,5355200,3/20/1999,1390,0.893461492
USGS,5355200,3/21/1999,1330,0.854894809
USGS,5355200,3/22/1999,1250,0.803472565
USGS,5355200,3/23/1999,1190,0.764905882
USGS,5355200,3/24/1999,1140,0.732766979
USGS,5355200,3/25/1999,1090,0.700628077
USGS,5355200,3/26/1999,1040,0.668489174
USGS,5355200,3/27/1999,998,0.641492496
USGS,5355200,3/28/1999,1020,0.655633613
USGS,5355200,3/29/1999,1080,0.694200296
USGS,5355200,3/30/1999,1090,0.700628077
USGS,5355200,3/31/1999,1100,0.707055857
USGS,5355200,4/1/1999,1070,0.687772516
USGS,5355200,4/2/1999,1050,0.674916955
USGS,5355200,4/3/1999,1020,0.655633613
USGS,5355200,4/4/1999,1060,0.681344735
USGS,5355200,4/5/1999,1070,0.687772516
USGS,5355200,4/6/1999,1340,0.86132259
USGS,5355200,4/7/1999,2010,1.291983884
USGS,5355200,4/8/1999,2430,1.561950666
USGS,5355200,4/9/1999,2890,1.85762857
USGS,5355200,4/10/1999,3790,2.436128817
USGS,5355200,4/11/1999,4270,2.744662282
USGS,5355200,4/12/1999,5010,3.22031804
USGS,5355200,4/13/1999,4740,3.046767966
USGS,5355200,4/14/1999,4440,2.853934551
USGS,5355200,4/15/1999,4020,2.583967769
USGS,5355200,4/16/1999,3610,2.320428768
USGS,5355200,4/17/1999,3270,2.10188423
USGS,5355200,4/18/1999,2920,1.876911912
USGS,5355200,4/19/1999,2670,1.716217399
USGS,5355200,4/20/1999,2460,1.581234008
USGS,5355200,4/21/1999,2280,1.465533958
USGS,5355200,4/22/1999,2200,1.414111714
USGS,5355200,4/23/1999,2490,1.600517349
USGS,5355200,4/24/1999,2840,1.825489668
USGS,5355200,4/25/1999,2860,1.838345229
USGS,5355200,4/26/1999,2640,1.696934057
USGS,5355200,4/27/1999,2360,1.516956203
USGS,5355200,4/28/1999,2120,1.36268947
USGS,5355200,4/29/1999,1920,1.23413386
USGS,5355200,4/30/1999,1730,1.11200603
USGS,5355200,5/1/1999,1590,1.022017103
USGS,5355200,5/2/1999,1490,0.957739297
USGS,5355200,5/3/1999,1400,0.899889273
USGS,5355200,5/4/1999,1340,0.86132259
USGS,5355200,5/5/1999,1310,0.842039248
USGS,5355200,5/6/1999,1300,0.835611468
USGS,5355200,5/7/1999,1260,0.809900345
USGS,5355200,5/8/1999,1210,0.777761443
USGS,5355200,5/9/1999,1150,0.73919476
