,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
31282,33145001,1935-09-30,,,,,176.0,Approved Ext Data,4.9837650016
31281,33145001,1935-10-01,,,,,172.0,Approved Ext Data,4.8704976152
31280,33145001,1935-10-02,,,,,168.0,Approved Ext Data,4.7572302288
31279,33145001,1935-10-03,,,,,168.0,Approved Ext Data,4.7572302288
31278,33145001,1935-10-04,,,,,164.0,Approved Ext Data,4.643962842400001
31277,33145001,1935-10-05,,,,,164.0,Approved Ext Data,4.643962842400001
31276,33145001,1935-10-06,,,,,164.0,Approved Ext Data,4.643962842400001
31275,33145001,1935-10-07,,,,,168.0,Approved Ext Data,4.7572302288
31274,33145001,1935-10-08,,,,,168.0,Approved Ext Data,4.7572302288
31273,33145001,1935-10-09,,,,,168.0,Approved Ext Data,4.7572302288
31272,33145001,1935-10-10,,,,,168.0,Approved Ext Data,4.7572302288
31271,33145001,1935-10-11,,,,,168.0,Approved Ext Data,4.7572302288
31270,33145001,1935-10-12,,,,,172.0,Approved Ext Data,4.8704976152
31269,33145001,1935-10-13,,,,,183.0,Approved Ext Data,5.1819829278
31268,33145001,1935-10-14,,,,,183.0,Approved Ext Data,5.1819829278
31267,33145001,1935-10-15,,,,,179.0,Approved Ext Data,5.0687155414000005
31266,33145001,1935-10-16,,,,,191.0,Approved Ext Data,5.4085177006
31265,33145001,1935-10-17,,,,,226.0,Approved Ext Data,6.3996073316
31264,33145001,1935-10-18,,,,,191.0,Approved Ext Data,5.4085177006
31263,33145001,1935-10-19,,,,,179.0,Approved Ext Data,5.0687155414000005
31262,33145001,1935-10-20,,,,,179.0,Approved Ext Data,5.0687155414000005
31261,33145001,1935-10-21,,,,,226.0,Approved Ext Data,6.3996073316
31260,33145001,1935-10-22,,,,,231.0,Approved Ext Data,6.5411915646
31259,33145001,1935-10-23,,,,,231.0,Approved Ext Data,6.5411915646
31258,33145001,1935-10-24,,,,,236.0,Approved Ext Data,6.6827757976
31257,33145001,1935-10-25,,,,,236.0,Approved Ext Data,6.6827757976
31256,33145001,1935-10-26,,,,,218.0,Approved Ext Data,6.1730725588
31255,33145001,1935-10-27,,,,,208.0,Approved Ext Data,5.8899040928
31254,33145001,1935-10-28,,,,,204.0,Approved Ext Data,5.7766367064
31253,33145001,1935-10-29,,,,,200.0,Approved Ext Data,5.66336932
31252,33145001,1935-10-30,,,,,195.0,Approved Ext Data,5.5217850870000005
31251,33145001,1935-10-31,,,,,227.0,Approved Ext Data,6.4279241782000005
31250,33145001,1935-11-01,,,,,240.0,Approved Ext Data,6.796043184
31249,33145001,1935-11-02,,,,,226.0,Approved Ext Data,6.3996073316
31248,33145001,1935-11-03,,,,,264.0,Approved Ext Data,7.4756475024
31247,33145001,1935-11-04,,,,,282.0,Approved Ext Data,7.9853507412
31246,33145001,1935-11-05,,,,,270.0,Approved Ext Data,7.645548582
31245,33145001,1935-11-06,,,,,231.0,Approved Ext Data,6.5411915646
31244,33145001,1935-11-07,,,,,222.0,Approved Ext Data,6.2863399452
31243,33145001,1935-11-08,,,,,222.0,Approved Ext Data,6.2863399452
31242,33145001,1935-11-09,,,,,222.0,Approved Ext Data,6.2863399452
31241,33145001,1935-11-10,,,,,226.0,Approved Ext Data,6.3996073316
31240,33145001,1935-11-11,,,,,213.0,Approved Ext Data,6.0314883258
31239,33145001,1935-11-12,,,,,208.0,Approved Ext Data,5.8899040928
31238,33145001,1935-11-13,,,,,218.0,Approved Ext Data,6.1730725588
31237,33145001,1935-11-14,,,,,218.0,Approved Ext Data,6.1730725588
31236,33145001,1935-11-15,,,,,213.0,Approved Ext Data,6.0314883258
31235,33145001,1935-11-16,,,,,213.0,Approved Ext Data,6.0314883258
31234,33145001,1935-11-17,,,,,213.0,Approved Ext Data,6.0314883258
31233,33145001,1935-11-18,,,,,226.0,Approved Ext Data,6.3996073316
31232,33145001,1935-11-19,,,,,231.0,Approved Ext Data,6.5411915646
31231,33145001,1935-11-20,,,,,218.0,Approved Ext Data,6.1730725588
31230,33145001,1935-11-21,,,,,204.0,Approved Ext Data,5.7766367064
31229,33145001,1935-11-22,,,,,132.0,Approved Ext Data,3.7378237512
31228,33145001,1935-11-23,,,,,149.0,Approved Ext Data,4.2192101434
31227,33145001,1935-11-24,,,,,172.0,Approved Ext Data,4.8704976152
31226,33145001,1935-11-25,,,,,195.0,Approved Ext Data,5.5217850870000005
31225,33145001,1935-11-26,,,,,213.0,Approved Ext Data,6.0314883258
31224,33145001,1935-11-27,,,,,231.0,Approved Ext Data,6.5411915646
31223,33145001,1935-11-28,,,,,170.0,Approved Ext Data,4.813863922
31222,33145001,1935-11-29,,,,,155.0,Approved Ext Data,4.3891112230000005
31221,33145001,1935-11-30,,,,,195.0,Approved Ext Data,5.5217850870000005
31220,33145001,1935-12-01,,,,,204.0,Approved Ext Data,5.7766367064
31219,33145001,1935-12-02,,,,,187.0,Approved Ext Data,5.2952503142000005
31218,33145001,1935-12-03,,,,,195.0,Approved Ext Data,5.5217850870000005
31217,33145001,1935-12-04,,,,,191.0,Approved Ext Data,5.4085177006
31216,33145001,1935-12-05,,,,,195.0,Approved Ext Data,5.5217850870000005
31215,33145001,1935-12-06,,,,,195.0,Approved Ext Data,5.5217850870000005
31214,33145001,1935-12-07,,,,,218.0,Approved Ext Data,6.1730725588
31213,33145001,1935-12-08,,,,,226.0,Approved Ext Data,6.3996073316
31212,33145001,1935-12-09,,,,,226.0,Approved Ext Data,6.3996073316
31211,33145001,1935-12-10,,,,,184.0,Approved Ext Data,5.2102997744
31210,33145001,1935-12-11,,,,,172.0,Approved Ext Data,4.8704976152
31209,33145001,1935-12-12,,,,,176.0,Approved Ext Data,4.9837650016
31208,33145001,1935-12-13,,,,,187.0,Approved Ext Data,5.2952503142000005
31207,33145001,1935-12-14,,,,,204.0,Approved Ext Data,5.7766367064
31206,33145001,1935-12-15,,,,,208.0,Approved Ext Data,5.8899040928
31205,33145001,1935-12-16,,,,,208.0,Approved Ext Data,5.8899040928
31204,33145001,1935-12-17,,,,,204.0,Approved Ext Data,5.7766367064
31203,33145001,1935-12-18,,,,,200.0,Approved Ext Data,5.66336932
31202,33145001,1935-12-19,,,,,179.0,Approved Ext Data,5.0687155414000005
31201,33145001,1935-12-20,,,,,142.0,Approved Ext Data,4.0209922172
31200,33145001,1935-12-21,,,,,138.0,Approved Ext Data,3.9077248308000003
31199,33145001,1935-12-22,,,,,149.0,Approved Ext Data,4.2192101434
31198,33145001,1935-12-23,,,,,152.0,Approved Ext Data,4.3041606832
31197,33145001,1935-12-24,,,,,149.0,Approved Ext Data,4.2192101434
31196,33145001,1935-12-25,,,,,152.0,Approved Ext Data,4.3041606832
31195,33145001,1935-12-26,,,,,152.0,Approved Ext Data,4.3041606832
31194,33145001,1935-12-27,,,,,152.0,Approved Ext Data,4.3041606832
31193,33145001,1935-12-28,,,,,149.0,Approved Ext Data,4.2192101434
31192,33145001,1935-12-29,,,,,149.0,Approved Ext Data,4.2192101434
31191,33145001,1935-12-30,,,,,145.0,Approved Ext Data,4.105942757
31190,33145001,1935-12-31,,,,,145.0,Approved Ext Data,4.105942757
31189,33145001,1936-01-01,,,,,149.0,Approved Ext Data,4.2192101434
31188,33145001,1936-01-02,,,,,149.0,Approved Ext Data,4.2192101434
31187,33145001,1936-01-03,,,,,152.0,Approved Ext Data,4.3041606832
31186,33145001,1936-01-04,,,,,152.0,Approved Ext Data,4.3041606832
31185,33145001,1936-01-05,,,,,152.0,Approved Ext Data,4.3041606832
31184,33145001,1936-01-06,,,,,156.0,Approved Ext Data,4.4174280696
31183,33145001,1936-01-07,,,,,152.0,Approved Ext Data,4.3041606832
31182,33145001,1936-01-08,,,,,152.0,Approved Ext Data,4.3041606832
31181,33145001,1936-01-09,,,,,152.0,Approved Ext Data,4.3041606832
31180,33145001,1936-01-10,,,,,152.0,Approved Ext Data,4.3041606832
31179,33145001,1936-01-11,,,,,152.0,Approved Ext Data,4.3041606832
31178,33145001,1936-01-12,,,,,152.0,Approved Ext Data,4.3041606832
31177,33145001,1936-01-13,,,,,152.0,Approved Ext Data,4.3041606832
31176,33145001,1936-01-14,,,,,156.0,Approved Ext Data,4.4174280696
31175,33145001,1936-01-15,,,,,160.0,Approved Ext Data,4.530695456
31174,33145001,1936-01-16,,,,,160.0,Approved Ext Data,4.530695456
31173,33145001,1936-01-17,,,,,160.0,Approved Ext Data,4.530695456
31172,33145001,1936-01-18,,,,,160.0,Approved Ext Data,4.530695456
31171,33145001,1936-01-19,,,,,160.0,Approved Ext Data,4.530695456
31170,33145001,1936-01-20,,,,,164.0,Approved Ext Data,4.643962842400001
31169,33145001,1936-01-21,,,,,164.0,Approved Ext Data,4.643962842400001
31168,33145001,1936-01-22,,,,,164.0,Approved Ext Data,4.643962842400001
31167,33145001,1936-01-23,,,,,168.0,Approved Ext Data,4.7572302288
31166,33145001,1936-01-24,,,,,164.0,Approved Ext Data,4.643962842400001
31165,33145001,1936-01-25,,,,,164.0,Approved Ext Data,4.643962842400001
31164,33145001,1936-01-26,,,,,164.0,Approved Ext Data,4.643962842400001
31163,33145001,1936-01-27,,,,,164.0,Approved Ext Data,4.643962842400001
31162,33145001,1936-01-28,,,,,164.0,Approved Ext Data,4.643962842400001
31161,33145001,1936-01-29,,,,,168.0,Approved Ext Data,4.7572302288
31160,33145001,1936-01-30,,,,,160.0,Approved Ext Data,4.530695456
31159,33145001,1936-01-31,,,,,160.0,Approved Ext Data,4.530695456
31158,33145001,1936-02-01,,,,,156.0,Approved Ext Data,4.4174280696
31157,33145001,1936-02-02,,,,,156.0,Approved Ext Data,4.4174280696
31156,33145001,1936-02-03,,,,,168.0,Approved Ext Data,4.7572302288
31155,33145001,1936-02-04,,,,,172.0,Approved Ext Data,4.8704976152
31154,33145001,1936-02-05,,,,,156.0,Approved Ext Data,4.4174280696
31153,33145001,1936-02-06,,,,,156.0,Approved Ext Data,4.4174280696
31152,33145001,1936-02-07,,,,,156.0,Approved Ext Data,4.4174280696
31151,33145001,1936-02-08,,,,,160.0,Approved Ext Data,4.530695456
31150,33145001,1936-02-09,,,,,168.0,Approved Ext Data,4.7572302288
31149,33145001,1936-02-10,,,,,149.0,Approved Ext Data,4.2192101434
31148,33145001,1936-02-11,,,,,142.0,Approved Ext Data,4.0209922172
31147,33145001,1936-02-12,,,,,142.0,Approved Ext Data,4.0209922172
31146,33145001,1936-02-13,,,,,145.0,Approved Ext Data,4.105942757
31145,33145001,1936-02-14,,,,,145.0,Approved Ext Data,4.105942757
31144,33145001,1936-02-15,,,,,142.0,Approved Ext Data,4.0209922172
31143,33145001,1936-02-16,,,,,142.0,Approved Ext Data,4.0209922172
31142,33145001,1936-02-17,,,,,142.0,Approved Ext Data,4.0209922172
31141,33145001,1936-02-18,,,,,142.0,Approved Ext Data,4.0209922172
31140,33145001,1936-02-19,,,,,149.0,Approved Ext Data,4.2192101434
31139,33145001,1936-02-20,,,,,149.0,Approved Ext Data,4.2192101434
31138,33145001,1936-02-21,,,,,152.0,Approved Ext Data,4.3041606832
31137,33145001,1936-02-22,,,,,156.0,Approved Ext Data,4.4174280696
31136,33145001,1936-02-23,,,,,156.0,Approved Ext Data,4.4174280696
31135,33145001,1936-02-24,,,,,156.0,Approved Ext Data,4.4174280696
31134,33145001,1936-02-25,,,,,156.0,Approved Ext Data,4.4174280696
31133,33145001,1936-02-26,,,,,156.0,Approved Ext Data,4.4174280696
31132,33145001,1936-02-27,,,,,160.0,Approved Ext Data,4.530695456
31131,33145001,1936-02-28,,,,,156.0,Approved Ext Data,4.4174280696
31130,33145001,1936-02-29,,,,,160.0,Approved Ext Data,4.530695456
31129,33145001,1936-03-01,,,,,164.0,Approved Ext Data,4.643962842400001
31128,33145001,1936-03-02,,,,,172.0,Approved Ext Data,4.8704976152
31127,33145001,1936-03-03,,,,,176.0,Approved Ext Data,4.9837650016
31126,33145001,1936-03-04,,,,,176.0,Approved Ext Data,4.9837650016
31125,33145001,1936-03-05,,,,,176.0,Approved Ext Data,4.9837650016
31124,33145001,1936-03-06,,,,,176.0,Approved Ext Data,4.9837650016
31123,33145001,1936-03-07,,,,,183.0,Approved Ext Data,5.1819829278
31122,33145001,1936-03-08,,,,,183.0,Approved Ext Data,5.1819829278
31121,33145001,1936-03-09,,,,,187.0,Approved Ext Data,5.2952503142000005
31120,33145001,1936-03-10,,,,,222.0,Approved Ext Data,6.2863399452
31119,33145001,1936-03-11,,,,,422.0,Approved Ext Data,11.949709265200001
31118,33145001,1936-03-12,,,,,710.0,Approved Ext Data,20.104961086
31117,33145001,1936-03-13,,,,,800.0,Approved Ext Data,22.65347728
31116,33145001,1936-03-14,,,,,730.0,Approved Ext Data,20.671298018
31115,33145001,1936-03-15,,,,,710.0,Approved Ext Data,20.104961086
31114,33145001,1936-03-16,,,,,780.0,Approved Ext Data,22.087140348000002
31113,33145001,1936-03-17,,,,,1100.0,Approved Ext Data,31.148531260000002
31112,33145001,1936-03-18,,,,,1820.0,Approved Ext Data,51.536660812
31111,33145001,1936-03-19,,,,,2780.0,Approved Ext Data,78.720833548
31110,33145001,1936-03-20,,,,,4420.0,Approved Ext Data,125.16046197200001
31109,33145001,1936-03-21,,,,,6500.0,Approved Ext Data,184.0595029
31108,33145001,1936-03-22,,,,,10100.0,Approved Ext Data,286.00015066000003
31107,33145001,1936-03-23,,,,,14800.0,Approved Ext Data,419.08932968
31106,33145001,1936-03-24,,,,,20000.0,Approved Ext Data,566.336932
31105,33145001,1936-03-25,,,,,23200.0,Approved Ext Data,656.9508411200001
31104,33145001,1936-03-26,,,,,21500.0,Approved Ext Data,608.8122019
31103,33145001,1936-03-27,,,,,20000.0,Approved Ext Data,566.336932
31102,33145001,1936-03-28,,,,,17900.0,Approved Ext Data,506.87155414
31101,33145001,1936-03-29,,,,,16800.0,Approved Ext Data,475.72302288000003
31100,33145001,1936-03-30,,,,,15600.0,Approved Ext Data,441.74280696
31099,33145001,1936-03-31,,,,,14200.0,Approved Ext Data,402.09922172
31098,33145001,1936-04-01,,,,,12700.0,Approved Ext Data,359.62395182
31097,33145001,1936-04-02,,,,,11100.0,Approved Ext Data,314.31699726
31096,33145001,1936-04-03,,,,,9620.0,Approved Ext Data,272.408064292
31095,33145001,1936-04-04,,,,,8480.0,Approved Ext Data,240.126859168
31094,33145001,1936-04-05,,,,,7560.0,Approved Ext Data,214.075360296
31093,33145001,1936-04-06,,,,,6900.0,Approved Ext Data,195.38624154000001
31092,33145001,1936-04-07,,,,,6340.0,Approved Ext Data,179.528807444
31091,33145001,1936-04-08,,,,,5810.0,Approved Ext Data,164.520878746
31090,33145001,1936-04-09,,,,,5460.0,Approved Ext Data,154.609982436
31089,33145001,1936-04-10,,,,,5500.0,Approved Ext Data,155.7426563
31088,33145001,1936-04-11,,,,,5800.0,Approved Ext Data,164.23771028000002
31087,33145001,1936-04-12,,,,,6000.0,Approved Ext Data,169.9010796
31086,33145001,1936-04-13,,,,,6000.0,Approved Ext Data,169.9010796
31085,33145001,1936-04-14,,,,,5500.0,Approved Ext Data,155.7426563
31084,33145001,1936-04-15,,,,,5200.0,Approved Ext Data,147.24760232
31083,33145001,1936-04-16,,,,,5100.0,Approved Ext Data,144.41591766
31082,33145001,1936-04-17,,,,,5000.0,Approved Ext Data,141.584233
31081,33145001,1936-04-18,,,,,4810.0,Approved Ext Data,136.204032146
31080,33145001,1936-04-19,,,,,4560.0,Approved Ext Data,129.124820496
31079,33145001,1936-04-20,,,,,4280.0,Approved Ext Data,121.196103448
31078,33145001,1936-04-21,,,,,3950.0,Approved Ext Data,111.85154407
31077,33145001,1936-04-22,,,,,3620.0,Approved Ext Data,102.506984692
31076,33145001,1936-04-23,,,,,3400.0,Approved Ext Data,96.27727844
31075,33145001,1936-04-24,,,,,3150.0,Approved Ext Data,89.19806679
31074,33145001,1936-04-25,,,,,2860.0,Approved Ext Data,80.986181276
31073,33145001,1936-04-26,,,,,2650.0,Approved Ext Data,75.03964349
31072,33145001,1936-04-27,,,,,2460.0,Approved Ext Data,69.65944263600001
31071,33145001,1936-04-28,,,,,2280.0,Approved Ext Data,64.562410248
31070,33145001,1936-04-29,,,,,2200.0,Approved Ext Data,62.297062520000004
31069,33145001,1936-04-30,,,,,2200.0,Approved Ext Data,62.297062520000004
31068,33145001,1936-05-01,,,,,2400.0,Approved Ext Data,67.96043184
31067,33145001,1936-05-02,,,,,2500.0,Approved Ext Data,70.7921165
31066,33145001,1936-05-03,,,,,2600.0,Approved Ext Data,73.62380116
31065,33145001,1936-05-04,,,,,2800.0,Approved Ext Data,79.28717048
31064,33145001,1936-05-05,,,,,3400.0,Approved Ext Data,96.27727844
31063,33145001,1936-05-06,,,,,3700.0,Approved Ext Data,104.77233242
31062,33145001,1936-05-07,,,,,3100.0,Approved Ext Data,87.78222446000001
31061,33145001,1936-05-08,,,,,3100.0,Approved Ext Data,87.78222446000001
31060,33145001,1936-05-09,,,,,3500.0,Approved Ext Data,99.1089631
31059,33145001,1936-05-10,,,,,3600.0,Approved Ext Data,101.94064776
31058,33145001,1936-05-11,,,,,3700.0,Approved Ext Data,104.77233242
31057,33145001,1936-05-12,,,,,3700.0,Approved Ext Data,104.77233242
31056,33145001,1936-05-13,,,,,3400.0,Approved Ext Data,96.27727844
31055,33145001,1936-05-14,,,,,2800.0,Approved Ext Data,79.28717048
31054,33145001,1936-05-15,,,,,2500.0,Approved Ext Data,70.7921165
31053,33145001,1936-05-16,,,,,2360.0,Approved Ext Data,66.827757976
31052,33145001,1936-05-17,,,,,2220.0,Approved Ext Data,62.863399452
31051,33145001,1936-05-18,,,,,2040.0,Approved Ext Data,57.766367064
31050,33145001,1936-05-19,,,,,1840.0,Approved Ext Data,52.102997744
31049,33145001,1936-05-20,,,,,1720.0,Approved Ext Data,48.704976152
31048,33145001,1936-05-21,,,,,1600.0,Approved Ext Data,45.30695456
31047,33145001,1936-05-22,,,,,1520.0,Approved Ext Data,43.041606832
31046,33145001,1936-05-23,,,,,1500.0,Approved Ext Data,42.4752699
31045,33145001,1936-05-24,,,,,1450.0,Approved Ext Data,41.059427570000004
31044,33145001,1936-05-25,,,,,1410.0,Approved Ext Data,39.926753706
31043,33145001,1936-05-26,,,,,1280.0,Approved Ext Data,36.245563648
31042,33145001,1936-05-27,,,,,1280.0,Approved Ext Data,36.245563648
31041,33145001,1936-05-28,,,,,1340.0,Approved Ext Data,37.944574444000004
31040,33145001,1936-05-29,,,,,1300.0,Approved Ext Data,36.81190058
31039,33145001,1936-05-30,,,,,1260.0,Approved Ext Data,35.679226716
31038,33145001,1936-05-31,,,,,1200.0,Approved Ext Data,33.98021592
31037,33145001,1936-06-01,,,,,1160.0,Approved Ext Data,32.847542056
31036,33145001,1936-06-02,,,,,1040.0,Approved Ext Data,29.449520464000003
31035,33145001,1936-06-03,,,,,972.0,Approved Ext Data,27.523974895200002
31034,33145001,1936-06-04,,,,,962.0,Approved Ext Data,27.2408064292
31033,33145001,1936-06-05,,,,,941.0,Approved Ext Data,26.6461526506
31032,33145001,1936-06-06,,,,,941.0,Approved Ext Data,26.6461526506
31031,33145001,1936-06-07,,,,,941.0,Approved Ext Data,26.6461526506
31030,33145001,1936-06-08,,,,,952.0,Approved Ext Data,26.9576379632
31029,33145001,1936-06-09,,,,,910.0,Approved Ext Data,25.768330406
31028,33145001,1936-06-10,,,,,870.0,Approved Ext Data,24.635656542
31027,33145001,1936-06-11,,,,,900.0,Approved Ext Data,25.48516194
31026,33145001,1936-06-12,,,,,850.0,Approved Ext Data,24.06931961
31025,33145001,1936-06-13,,,,,800.0,Approved Ext Data,22.65347728
31024,33145001,1936-06-14,,,,,790.0,Approved Ext Data,22.370308814
31023,33145001,1936-06-15,,,,,820.0,Approved Ext Data,23.219814212
31022,33145001,1936-06-16,,,,,900.0,Approved Ext Data,25.48516194
31021,33145001,1936-06-17,,,,,860.0,Approved Ext Data,24.352488076
31020,33145001,1936-06-18,,,,,840.0,Approved Ext Data,23.786151144
31019,33145001,1936-06-19,,,,,790.0,Approved Ext Data,22.370308814
31018,33145001,1936-06-20,,,,,750.0,Approved Ext Data,21.23763495
31017,33145001,1936-06-21,,,,,700.0,Approved Ext Data,19.82179262
31016,33145001,1936-06-22,,,,,740.0,Approved Ext Data,20.954466484
31015,33145001,1936-06-23,,,,,720.0,Approved Ext Data,20.388129552000002
31014,33145001,1936-06-24,,,,,620.0,Approved Ext Data,17.556444892000002
31013,33145001,1936-06-25,,,,,611.0,Approved Ext Data,17.3015932726
31012,33145001,1936-06-26,,,,,548.0,Approved Ext Data,15.5176319368
31011,33145001,1936-06-27,,,,,522.0,Approved Ext Data,14.7813939252
31010,33145001,1936-06-28,,,,,539.0,Approved Ext Data,15.2627803174
31009,33145001,1936-06-29,,,,,539.0,Approved Ext Data,15.2627803174
31008,33145001,1936-06-30,,,,,513.0,Approved Ext Data,14.5265423058
31007,33145001,1936-07-01,,,,,462.0,Approved Ext Data,13.0823831292
31006,33145001,1936-07-02,,,,,430.0,Approved Ext Data,12.176244038
31005,33145001,1936-07-03,,,,,454.0,Approved Ext Data,12.855848356400001
31004,33145001,1936-07-04,,,,,462.0,Approved Ext Data,13.0823831292
31003,33145001,1936-07-05,,,,,438.0,Approved Ext Data,12.402778810800001
31002,33145001,1936-07-06,,,,,392.0,Approved Ext Data,11.100203867200001
31001,33145001,1936-07-07,,,,,370.0,Approved Ext Data,10.477233242
31000,33145001,1936-07-08,,,,,342.0,Approved Ext Data,9.684361537200001
30999,33145001,1936-07-09,,,,,328.0,Approved Ext Data,9.287925684800001
30998,33145001,1936-07-10,,,,,314.0,Approved Ext Data,8.8914898324
30997,33145001,1936-07-11,,,,,294.0,Approved Ext Data,8.325152900400001
30996,33145001,1936-07-12,,,,,282.0,Approved Ext Data,7.9853507412
30995,33145001,1936-07-13,,,,,276.0,Approved Ext Data,7.815449661600001
30994,33145001,1936-07-14,,,,,264.0,Approved Ext Data,7.4756475024
30993,33145001,1936-07-15,,,,,258.0,Approved Ext Data,7.3057464228
30992,33145001,1936-07-16,,,,,240.0,Approved Ext Data,6.796043184
30991,33145001,1936-07-17,,,,,231.0,Approved Ext Data,6.5411915646
30990,33145001,1936-07-18,,,,,222.0,Approved Ext Data,6.2863399452
